URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://www.openelections.co.uk/leaflets/6780/,['https://cdn.openelections.co.uk/uploads/2020/08/2384_1-1024x681.jpg'],['leaflet_images/6780/2384_1-1024x681.jpg'],2010 General Election,Liberal Democrats,Bournemouth East,Candidate,"Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/6782/,['https://cdn.openelections.co.uk/uploads/2020/08/2385_1-644x1024.jpg'],['leaflet_images/6782/2385_1-644x1024.jpg'],2010 General Election,Liberal Democrats,Bournemouth East,Candidate,"Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/6785/,['https://cdn.openelections.co.uk/uploads/2020/08/2386_1-1024x524.jpg'],['leaflet_images/6785/2386_1-1024x524.jpg'],2010 General Election,Green Party,Wimbledon,"Candidate, Party leader","Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/6788/,['https://cdn.openelections.co.uk/uploads/2020/08/2387_1-1024x735.jpg'],['leaflet_images/6788/2387_1-1024x735.jpg'],2010 General Election,Labour Party,Manchester Withington,Other party/leader/candidate,,,,
https://www.openelections.co.uk/leaflets/6791/,['https://cdn.openelections.co.uk/uploads/2020/08/2388_1-729x1024.jpg'],['leaflet_images/6791/2388_1-729x1024.jpg'],2010 General Election,UK Independence Party,Wimbledon,Candidate,"Brexit/Europe, Economy, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6799/,['https://cdn.openelections.co.uk/uploads/2020/08/2391_1-684x1024.jpg'],['leaflet_images/6799/2391_1-684x1024.jpg'],2010 General Election,Plaid Cymru,Cardiff North,Candidate,"Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6804/,"['https://cdn.openelections.co.uk/uploads/2020/08/2392_1-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2392_2-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2392_3-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2392_4-1024x744.jpg']","['leaflet_images/6804/2392_1-1024x744.jpg', 'leaflet_images/6804/2392_2-1024x744.jpg', 'leaflet_images/6804/2392_3-1024x744.jpg', 'leaflet_images/6804/2392_4-1024x744.jpg']",2010 General Election,Liberal Democrats,Harborough,"Candidate, Tactical situation","Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6807/,['https://cdn.openelections.co.uk/uploads/2020/08/2393_1-724x1024.jpg'],['leaflet_images/6807/2393_1-724x1024.jpg'],2010 General Election,Labour Party,Cardiff North,"Candidate, Tactical situation","Economy, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6810/,['https://cdn.openelections.co.uk/uploads/2020/08/2394_1-720x1024.jpg'],['leaflet_images/6810/2394_1-720x1024.jpg'],2010 General Election,UK Independence Party,Cardiff North,Candidate,"Brexit/Europe, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6815/,['https://cdn.openelections.co.uk/uploads/2020/08/2395_1-722x1024.jpg'],['leaflet_images/6815/2395_1-722x1024.jpg'],2010 General Election,Liberal Democrats,Cardiff North,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Environment",,,
https://www.openelections.co.uk/leaflets/6819/,['https://cdn.openelections.co.uk/uploads/2020/08/2398_1-768x1024.jpg'],['leaflet_images/6819/2398_1-768x1024.jpg'],2010 General Election,Labour Party,Swansea East,"Candidate, Other party/leader/candidate","Economy, Health",,,
https://www.openelections.co.uk/leaflets/6823/,"['https://cdn.openelections.co.uk/uploads/2020/08/2401_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2401_2-768x1024.jpg']","['leaflet_images/6823/2401_1-768x1024.jpg', 'leaflet_images/6823/2401_2-768x1024.jpg']",2010 General Election,Liberal Democrats,Swansea East,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6828/,"['https://cdn.openelections.co.uk/uploads/2020/08/2402_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2402_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2402_3-768x1024.jpg']","['leaflet_images/6828/2402_1-768x1024.jpg', 'leaflet_images/6828/2402_2-768x1024.jpg', 'leaflet_images/6828/2402_3-768x1024.jpg']",2010 General Election,Conservative Party,Swansea East,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6832/,['https://cdn.openelections.co.uk/uploads/2020/08/2403_1-1024x718.jpg'],['leaflet_images/6832/2403_1-1024x718.jpg'],2010 General Election,Liberal Democrats,West Worcestershire,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/6834/,['https://cdn.openelections.co.uk/uploads/2020/08/2404_1-1024x726.jpg'],['leaflet_images/6834/2404_1-1024x726.jpg'],2010 General Election,UK Independence Party,Wyre Forest,Candidate,"Brexit/Europe, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/6839/,['https://cdn.openelections.co.uk/uploads/2020/08/2406_1-1024x754.jpg'],['leaflet_images/6839/2406_1-1024x754.jpg'],2010 General Election,Conservative Party,Tunbridge Wells,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6843/,['https://cdn.openelections.co.uk/uploads/2020/08/2407_1-1024x512.jpg'],['leaflet_images/6843/2407_1-1024x512.jpg'],2010 General Election,Green Party,Tunbridge Wells,"Candidate, Party leader","Environment, Health",,,
https://www.openelections.co.uk/leaflets/6847/,['https://cdn.openelections.co.uk/uploads/2020/08/2409_1-701x1024.jpg'],['leaflet_images/6847/2409_1-701x1024.jpg'],2010 General Election,Labour Party,Tunbridge Wells,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/6850/,['https://cdn.openelections.co.uk/uploads/2020/08/2412_1-725x1024.jpg'],['leaflet_images/6850/2412_1-725x1024.jpg'],2010 General Election,Liberal Democrats,Lichfield,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance",,,
https://www.openelections.co.uk/leaflets/6853/,"['https://cdn.openelections.co.uk/uploads/2020/08/2413_1-717x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2413_2-717x1024.jpg']","['leaflet_images/6853/2413_1-717x1024.jpg', 'leaflet_images/6853/2413_2-717x1024.jpg']",2010 General Election,UK Independence Party,Witham,Candidate,"Brexit/Europe, Environment, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6856/,['https://cdn.openelections.co.uk/uploads/2020/08/2414_1-1024x709.jpg'],['leaflet_images/6856/2414_1-1024x709.jpg'],2010 General Election,Labour Party,Gloucester,Other party/leader/candidate,"Economy, Social welfare",,,
https://www.openelections.co.uk/leaflets/6861/,"['https://cdn.openelections.co.uk/uploads/2020/08/2415_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2415_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2415_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2415_4-768x1024.jpg']","['leaflet_images/6861/2415_1-768x1024.jpg', 'leaflet_images/6861/2415_2-768x1024.jpg', 'leaflet_images/6861/2415_3-768x1024.jpg', 'leaflet_images/6861/2415_4-768x1024.jpg']",2010 General Election,Liberal Democrats,Skipton and Ripon,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/6864/,['https://cdn.openelections.co.uk/uploads/2020/08/2416_1-1024x732.jpg'],['leaflet_images/6864/2416_1-1024x732.jpg'],2010 General Election,Labour Party,Berwick-upon-Tweed,Candidate,"Economy, Education, Social welfare",,,
https://www.openelections.co.uk/leaflets/6867/,"['https://cdn.openelections.co.uk/uploads/2020/08/2417_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2417_2-1024x768.jpg']","['leaflet_images/6867/2417_1-1024x768.jpg', 'leaflet_images/6867/2417_2-1024x768.jpg']",2010 General Election,Labour Party,Skipton and Ripon,"Candidate, Other party/leader/candidate","Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/6870/,['https://cdn.openelections.co.uk/uploads/2020/08/2418_1-1024x755.jpg'],['leaflet_images/6870/2418_1-1024x755.jpg'],2010 General Election,Green Party,Central Suffolk and North Ipswich,"Candidate, Party leader","Economy, Environment, Governance",,,
https://www.openelections.co.uk/leaflets/6873/,['https://cdn.openelections.co.uk/uploads/2020/08/2419_1-1024x476.jpg'],['leaflet_images/6873/2419_1-1024x476.jpg'],2010 General Election,Liberal Democrats,North Herefordshire,Candidate,Governance,,,
https://www.openelections.co.uk/leaflets/6877/,"['https://cdn.openelections.co.uk/uploads/2020/08/2421_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2421_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2421_3-1024x768.jpg']","['leaflet_images/6877/2421_1-1024x768.jpg', 'leaflet_images/6877/2421_2-1024x768.jpg', 'leaflet_images/6877/2421_3-1024x768.jpg']",2010 General Election,Conservative Party,Aylesbury,"Candidate, Party leader","Education, Health",,,
https://www.openelections.co.uk/leaflets/6880/,"['https://cdn.openelections.co.uk/uploads/2020/08/2422_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2422_2-1024x768.jpg']","['leaflet_images/6880/2422_1-1024x768.jpg', 'leaflet_images/6880/2422_2-1024x768.jpg']",2010 General Election,Green Party,Reading East,"Candidate, Party leader","Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/6882/,['https://cdn.openelections.co.uk/uploads/2020/08/2425_1-768x1024.jpg'],['leaflet_images/6882/2425_1-768x1024.jpg'],2010 General Election,Conservative Party,Croydon North,Candidate,"Economy, Social welfare",,,
https://www.openelections.co.uk/leaflets/6892/,['https://cdn.openelections.co.uk/uploads/2020/08/2429_2-rotated-e1649839487974-1024x497.jpg'],['leaflet_images/6892/2429_2-rotated-e1649839487974-1024x497.jpg'],2010 General Election,Liberal Democrats,Aberconwy,"Candidate, Party leader","Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/6898/,['https://cdn.openelections.co.uk/uploads/2020/08/2435_1-809x1024.jpg'],['leaflet_images/6898/2435_1-809x1024.jpg'],2010 General Election,Green Party,City of Chester,Candidate,"Economy, Education, Environment, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/6901/,"['https://cdn.openelections.co.uk/uploads/2020/08/2437_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2437_2-768x1024.jpg']","['leaflet_images/6901/2437_1-768x1024.jpg', 'leaflet_images/6901/2437_2-768x1024.jpg']",2010 General Election,Liberal Democrats,Reading East,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6908/,['https://cdn.openelections.co.uk/uploads/2020/08/2440_1-1024x982.jpg'],['leaflet_images/6908/2440_1-1024x982.jpg'],2010 General Election,Green Party,Mid Bedfordshire,Candidate,"Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6911/,"['https://cdn.openelections.co.uk/uploads/2020/08/2441_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2441_2-768x1024.jpg']","['leaflet_images/6911/2441_1-768x1024.jpg', 'leaflet_images/6911/2441_2-768x1024.jpg']",2010 General Election,Green Party,Banbury,Candidate,"Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/6914/,['https://cdn.openelections.co.uk/uploads/2020/08/2442_1-725x1024.jpg'],['leaflet_images/6914/2442_1-725x1024.jpg'],2010 General Election,UK Independence Party,Broxbourne,"Candidate, Other party/leader/candidate","Brexit/Europe, Immigration",,,
https://www.openelections.co.uk/leaflets/6917/,['https://cdn.openelections.co.uk/uploads/2020/08/2443_1-768x1024.jpg'],['leaflet_images/6917/2443_1-768x1024.jpg'],2010 General Election,Conservative Party,Banbury,"Candidate, Party leader","Economy, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6922/,"['https://cdn.openelections.co.uk/uploads/2020/08/2444_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2444_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2444_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2444_4-768x1024.jpg']","['leaflet_images/6922/2444_1-768x1024.jpg', 'leaflet_images/6922/2444_2-768x1024.jpg', 'leaflet_images/6922/2444_3-768x1024.jpg', 'leaflet_images/6922/2444_4-768x1024.jpg']",2010 General Election,Labour Party,Reading East,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6926/,"['https://cdn.openelections.co.uk/uploads/2020/08/2445_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2445_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2445_3-1024x768.jpg']","['leaflet_images/6926/2445_1-1024x768.jpg', 'leaflet_images/6926/2445_2-1024x768.jpg', 'leaflet_images/6926/2445_3-1024x768.jpg']",2010 General Election,Scottish National Party,Glasgow North,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6930/,"['https://cdn.openelections.co.uk/uploads/2020/08/2448_1-1024x732.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2448_2-1024x732.jpg']","['leaflet_images/6930/2448_1-1024x732.jpg', 'leaflet_images/6930/2448_2-1024x732.jpg']",2010 General Election,Liberal Democrats,Streatham,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6933/,"['https://cdn.openelections.co.uk/uploads/2020/08/2449_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2449_2-768x1024.jpg']","['leaflet_images/6933/2449_1-768x1024.jpg', 'leaflet_images/6933/2449_2-768x1024.jpg']",2010 General Election,Conservative Party,Reading East,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6936/,['https://cdn.openelections.co.uk/uploads/2020/08/2450_1-733x1024.jpg'],['leaflet_images/6936/2450_1-733x1024.jpg'],2010 General Election,Liberal Democrats,Barrow and Furness,Candidate,"Economy, Education, Environment, Governance",,,
https://www.openelections.co.uk/leaflets/6941/,['https://cdn.openelections.co.uk/uploads/2020/08/2452_1-768x1024.jpg'],['leaflet_images/6941/2452_1-768x1024.jpg'],2010 General Election,Conservative Party,Plymouth Moor View,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/6946/,"['https://cdn.openelections.co.uk/uploads/2020/08/2455_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2455_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2455_3-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2455_4-1024x768.jpg']","['leaflet_images/6946/2455_1-1024x768.jpg', 'leaflet_images/6946/2455_2-1024x768.jpg', 'leaflet_images/6946/2455_3-1024x768.jpg', 'leaflet_images/6946/2455_4-1024x768.jpg']",2010 General Election,Liberal Democrats,Glasgow North,"Other party/leader/candidate, Party leader",Governance,,,
https://www.openelections.co.uk/leaflets/6953/,['https://cdn.openelections.co.uk/uploads/2020/08/2457_1-1024x730.jpg'],['leaflet_images/6953/2457_1-1024x730.jpg'],2010 General Election,Labour Party,Wentworth and Dearne,Candidate,"Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6955/,['https://cdn.openelections.co.uk/uploads/2020/08/2460_1-768x1024.jpg'],['leaflet_images/6955/2460_1-768x1024.jpg'],2010 General Election,Labour Party,Wellingborough,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/6958/,"['https://cdn.openelections.co.uk/uploads/2020/08/2461_1-1024x745.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2461_2-1024x745.jpg']","['leaflet_images/6958/2461_1-1024x745.jpg', 'leaflet_images/6958/2461_2-1024x745.jpg']",2010 General Election,Labour Party,Mid Bedfordshire,Candidate,Environment,,,
https://www.openelections.co.uk/leaflets/6966/,['https://cdn.openelections.co.uk/uploads/2020/08/2463_1-805x1024.jpg'],['leaflet_images/6966/2463_1-805x1024.jpg'],2010 General Election,Conservative Party,Torridge and West Devon,Candidate,"Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6969/,['https://cdn.openelections.co.uk/uploads/2020/08/2465_1-e1649928910438-730x1024.jpg'],['leaflet_images/6969/2465_1-e1649928910438-730x1024.jpg'],2010 General Election,UK Independence Party,Wentworth and Dearne,"Candidate, Other party/leader/candidate","Brexit/Europe, Environment, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6972/,['https://cdn.openelections.co.uk/uploads/2020/08/2468_1-e1632843354608-1024x725.jpg'],['leaflet_images/6972/2468_1-e1632843354608-1024x725.jpg'],2010 General Election,Labour Party,Rotherham,"Candidate, Other party/leader/candidate","Education, Environment, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/6976/,['https://cdn.openelections.co.uk/uploads/2020/08/2469_1-768x1024.jpg'],['leaflet_images/6976/2469_1-768x1024.jpg'],2010 General Election,Liberal Democrats,Plymouth Moor View,"Candidate, Other party/leader/candidate, Party leader","Economy, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/6979/,"['https://cdn.openelections.co.uk/uploads/2020/08/2470_1-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2470_2-722x1024.jpg']","['leaflet_images/6979/2470_1-722x1024.jpg', 'leaflet_images/6979/2470_2-722x1024.jpg']",2010 General Election,UK Independence Party,Leeds West,Candidate,"Brexit/Europe, Economy, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6981/,['https://cdn.openelections.co.uk/uploads/2020/08/2471_1-384x1024.jpg'],['leaflet_images/6981/2471_1-384x1024.jpg'],2010 General Election,Conservative Party,Wellingborough,"Candidate, Other party/leader/candidate, Party leader","Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/6984/,"['https://cdn.openelections.co.uk/uploads/2020/08/2473_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2473_2-724x1024.jpg']","['leaflet_images/6984/2473_1-724x1024.jpg', 'leaflet_images/6984/2473_2-724x1024.jpg']",2010 General Election,Liberal Democrats,Walthamstow,"Candidate, Other party/leader/candidate",Health,,,
https://www.openelections.co.uk/leaflets/6987/,['https://cdn.openelections.co.uk/uploads/2020/08/2474_1-753x1024.jpg'],['leaflet_images/6987/2474_1-753x1024.jpg'],2010 General Election,UK Independence Party,New Forest East,Candidate,"Brexit/Europe, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6990/,['https://cdn.openelections.co.uk/uploads/2020/08/2477_1-723x1024.jpg'],['leaflet_images/6990/2477_1-723x1024.jpg'],2010 General Election,UK Independence Party,Kirkcaldy and Cowdenbeath,Candidate,"Brexit/Europe, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/6993/,"['https://cdn.openelections.co.uk/uploads/2020/08/2478_1-964x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2478_2-964x1024.jpg']","['leaflet_images/6993/2478_1-964x1024.jpg', 'leaflet_images/6993/2478_2-964x1024.jpg']",2010 General Election,UK Independence Party,North Thanet,,"Brexit/Europe, Economy, Immigration",,,
https://www.openelections.co.uk/leaflets/6995/,['https://cdn.openelections.co.uk/uploads/2020/08/2480_1-792x1024.jpg'],['leaflet_images/6995/2480_1-792x1024.jpg'],2010 General Election,Conservative Party,Wallasey,"Candidate, Other party/leader/candidate","Economy, Health",,,
https://www.openelections.co.uk/leaflets/6997/,['https://cdn.openelections.co.uk/uploads/2020/08/2484_1-725x1024.jpg'],['leaflet_images/6997/2484_1-725x1024.jpg'],2010 General Election,Conservative Party,Wallasey,Candidate,"Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/7002/,"['https://cdn.openelections.co.uk/uploads/2020/08/2485_1-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2485_2-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2485_3-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2485_4-1024x744.jpg']","['leaflet_images/7002/2485_1-1024x744.jpg', 'leaflet_images/7002/2485_2-1024x744.jpg', 'leaflet_images/7002/2485_3-1024x744.jpg', 'leaflet_images/7002/2485_4-1024x744.jpg']",2010 General Election,Liberal Democrats,Harborough,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/7005/,['https://cdn.openelections.co.uk/uploads/2020/08/2486_1-726x1024.jpg'],['leaflet_images/7005/2486_1-726x1024.jpg'],2010 General Election,Conservative Party,Streatham,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/7008/,"['https://cdn.openelections.co.uk/uploads/2020/08/2488_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2488_2-1024x768.jpg']","['leaflet_images/7008/2488_1-1024x768.jpg', 'leaflet_images/7008/2488_2-1024x768.jpg']",2010 General Election,UK Independence Party,Brentwood and Ongar,"Candidate, Other party/leader/candidate","Brexit/Europe, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/7013/,['https://cdn.openelections.co.uk/uploads/2020/08/2490_1-724x1024.jpg'],['leaflet_images/7013/2490_1-724x1024.jpg'],2010 General Election,Scottish National Party,"Caithness, Sutherland and Easter Ross","Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/7016/,"['https://cdn.openelections.co.uk/uploads/2020/08/2491_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2491_2-1024x768.jpg']","['leaflet_images/7016/2491_1-1024x768.jpg', 'leaflet_images/7016/2491_2-1024x768.jpg']",2010 General Election,Labour Party,Brentwood and Ongar,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/7021/,"['https://cdn.openelections.co.uk/uploads/2020/08/2493_1-725x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2493_2-725x1024.jpg']","['leaflet_images/7021/2493_1-725x1024.jpg', 'leaflet_images/7021/2493_2-725x1024.jpg']",2010 General Election,Scottish National Party,"Caithness, Sutherland and Easter Ross","Candidate, Party leader","Economy, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7033/,['https://cdn.openelections.co.uk/uploads/2020/08/2496_1-1024x643.jpg'],['leaflet_images/7033/2496_1-1024x643.jpg'],2010 General Election,Conservative Party,Beverley and Holderness,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/7035/,['https://cdn.openelections.co.uk/uploads/2020/08/2497_1-1012x1024.jpg'],['leaflet_images/7035/2497_1-1012x1024.jpg'],2010 General Election,Green Party,Stirling,Candidate,"Economy, Environment",,,
https://www.openelections.co.uk/leaflets/7042/,['https://cdn.openelections.co.uk/uploads/2020/08/2500_1-1024x738.jpg'],['leaflet_images/7042/2500_1-1024x738.jpg'],2010 General Election,Conservative Party,Hertsmere,Candidate,,,,
https://www.openelections.co.uk/leaflets/7044/,['https://cdn.openelections.co.uk/uploads/2020/08/2501_1-729x1024.jpg'],['leaflet_images/7044/2501_1-729x1024.jpg'],2010 General Election,Labour Party,Eastbourne,Candidate,"Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7047/,['https://cdn.openelections.co.uk/uploads/2020/08/2502_1-1024x757.jpg'],['leaflet_images/7047/2502_1-1024x757.jpg'],2010 General Election,Liberal Democrats,Norwich South,"Other party/leader/candidate, Tactical situation",,,,
https://www.openelections.co.uk/leaflets/7051/,['https://cdn.openelections.co.uk/uploads/2020/08/2503_1-723x1024.jpg'],['leaflet_images/7051/2503_1-723x1024.jpg'],2010 General Election,Conservative Party,Bassetlaw,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7054/,['https://cdn.openelections.co.uk/uploads/2020/08/2504_1-1024x469.jpg'],['leaflet_images/7054/2504_1-1024x469.jpg'],2010 General Election,Conservative Party,Hertsmere,"Other party/leader/candidate, Party leader",Health,,,
https://www.openelections.co.uk/leaflets/7057/,['https://cdn.openelections.co.uk/uploads/2020/08/2505_1-685x1024.jpg'],['leaflet_images/7057/2505_1-685x1024.jpg'],2010 General Election,Labour Party,Ashton-under-Lyne,"Candidate, Other party/leader/candidate","Economy, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/7060/,"['https://cdn.openelections.co.uk/uploads/2020/08/2506_1-613x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2506_2-613x1024.jpg']","['leaflet_images/7060/2506_1-613x1024.jpg', 'leaflet_images/7060/2506_2-613x1024.jpg']",2010 General Election,UK Independence Party,Tottenham,Candidate,"Brexit/Europe, Education, Health",,,
https://www.openelections.co.uk/leaflets/7063/,"['https://cdn.openelections.co.uk/uploads/2020/08/2507_1-685x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2507_2-685x1024.jpg']","['leaflet_images/7063/2507_1-685x1024.jpg', 'leaflet_images/7063/2507_2-685x1024.jpg']",2010 General Election,Liberal Democrats,Ashton-under-Lyne,"Candidate, Other party/leader/candidate, Party leader, Tactical situation",Economy,,,
https://www.openelections.co.uk/leaflets/7066/,['https://cdn.openelections.co.uk/uploads/2020/08/2508_1-732x1024.jpg'],['leaflet_images/7066/2508_1-732x1024.jpg'],2010 General Election,Labour Party,North Ayrshire and Arran,"Candidate, Other party/leader/candidate","Economy, Social welfare",,,
https://www.openelections.co.uk/leaflets/7069/,['https://cdn.openelections.co.uk/uploads/2020/08/2509_1-718x1024.jpg'],['leaflet_images/7069/2509_1-718x1024.jpg'],2010 General Election,Liberal Democrats,Bethnal Green and Bow,"Candidate, Other party/leader/candidate, Party leader",Economy,,,
https://www.openelections.co.uk/leaflets/7076/,"['https://cdn.openelections.co.uk/uploads/2020/08/2514_1-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2514_2-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2514_3-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2514_4-1024x744.jpg']","['leaflet_images/7076/2514_1-1024x744.jpg', 'leaflet_images/7076/2514_2-1024x744.jpg', 'leaflet_images/7076/2514_3-1024x744.jpg', 'leaflet_images/7076/2514_4-1024x744.jpg']",2010 General Election,Conservative Party,Poplar and Limehouse,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7079/,"['https://cdn.openelections.co.uk/uploads/2020/08/2516_1-1024x716.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2516_2-1024x716.jpg']","['leaflet_images/7079/2516_1-1024x716.jpg', 'leaflet_images/7079/2516_2-1024x716.jpg']",2010 General Election,Liberal Democrats,Bassetlaw,Candidate,,,,
